2024-11-28 21:19:11.709671,209/133/280
2024-11-28 21:19:12.616414,/896/798
2024-11-28 21:19:12.632330,80/542/614
2024-11-28 21:19:12.638258,155/0/32
2024-11-28 21:19:12.640574,160/134/103
2024-11-28 21:19:12.647454,773/937/839
2024-11-28 21:19:12.648498,396/462/552
2024-11-28 21:19:12.656668,145/105/82
2024-11-28 21:19:12.664043,/627/715
2024-11-28 21:19:12.681880,8/48/126
2024-11-28 21:19:12.689938,3/67/48
2024-11-28 21:19:12.689938,816/829/666
2024-11-28 21:19:12.698021,556/682/758
2024-11-28 21:19:12.698021,125/60/140
2024-11-28 21:19:12.705691,113/58/33
2024-11-28 21:19:12.713694,/215/302
2024-11-28 21:19:12.729800,/55/41
2024-11-28 21:19:12.745520,84/646/507
2024-11-28 21:19:12.745520,799/926/920
2024-11-28 21:19:12.745520,192/163/251
2024-11-28 21:19:12.745520,171/76/51
2024-11-28 21:19:12.761149,/308/243
2024-11-28 21:19:12.794027,79/938/904
2024-11-28 21:19:12.794027,199/241/344
2024-11-28 21:19:12.805626,158/33/26
2024-11-28 21:19:12.809982,383/327/255
2024-11-28 21:19:12.809982,717/924/901
2024-11-28 21:19:12.809982,101/3/3
2024-11-28 21:19:12.827139,/944/837
2024-11-28 21:19:12.849641,1/480/571
2024-11-28 21:19:12.856645,120/0/18
2024-11-28 21:19:12.856645,212/164/123
2024-11-28 21:19:12.864964,808/971/878
2024-11-28 21:19:12.864964,338/421/523
2024-11-28 21:19:12.872469,223/181/141
2024-11-28 21:19:12.880575,7/624/702
2024-11-28 21:19:12.905840,30/32/104
2024-11-28 21:19:12.905840,0/67/48
2024-11-28 21:19:12.905840,752/911/797
2024-11-28 21:19:12.905840,469/603/711
2024-11-28 21:19:12.920343,98/82/60
2024-11-28 21:19:12.920343,/681/756
2024-11-28 21:19:12.952254,8/124/191
2024-11-28 21:19:12.952254,64/93/55
2024-11-28 21:19:12.952254,772/765/612
2024-11-28 21:19:12.967909,516/621/706
2024-11-28 21:19:12.967909,182/63/141
2024-11-28 21:19:12.967909,141/61/38
2024-11-28 21:19:12.967909,/240/324
2024-11-28 21:19:13.005860,3/48/35
2024-11-28 21:19:13.005860,28/435/340
2024-11-28 21:19:13.015369,766/882/881
2024-11-28 21:19:13.015369,200/213/297
2024-11-28 21:19:13.015369,155/29/19
2024-11-28 21:19:13.015369,563/473/367
2024-11-28 21:19:13.031070,/0/12
2024-11-28 21:19:13.047047,/231/169
2024-11-28 21:19:13.063025,44/927/879
2024-11-28 21:19:13.063025,213/298/421
2024-11-28 21:19:13.063025,153/0/5
2024-11-28 21:19:13.063025,293/254/195
2024-11-28 21:19:13.080063,766/909/872
2024-11-28 21:19:13.080063,140/0/6
2024-11-28 21:19:13.080063,/955/851
2024-11-28 21:19:13.115413,6/568/642
2024-11-28 21:19:13.115413,163/0/48
2024-11-28 21:19:13.129012,55/110/85
2024-11-28 21:19:13.130691,769/925/823
2024-11-28 21:19:13.134762,406/473/563
2024-11-28 21:19:13.134762,83/0/42
2024-11-28 21:19:13.143619,122/116/91
2024-11-28 21:19:13.147408,1/45/130
2024-11-28 21:19:13.169516,4/63/44
2024-11-28 21:19:13.169516,799/833/668
2024-11-28 21:19:13.183520,591/701/772
2024-11-28 21:19:13.183520,106/58/147
2024-11-28 21:19:13.183520,104/67/45
2024-11-28 21:19:13.183520,/202/283
2024-11-28 21:19:13.215188,3/43/32
2024-11-28 21:19:13.215188,82/584/455
2024-11-28 21:19:13.231219,749/889/883
2024-11-28 21:19:13.231219,197/175/245
2024-11-28 21:19:13.242716,187/53/28
2024-11-28 21:19:13.242716,697/714/541
2024-11-28 21:19:13.247002,142/41/27
2024-11-28 21:19:13.247002,/359/288
2024-11-28 21:19:13.279576,11/911/892
